id,uuid,observed_on_string,user_id,user_login,url,image_url,place_guess,latitude,longitude,species_guess,scientific_name,common_name,taxon_id,Invasive
58049555,331b1f62-ea9b-4444-b398-a9da6ed5c23e,Sun Aug 30 2020 12:10:58 GMT-0400 (EDT),3474054,jmjstt,https://www.inaturalist.org/observations/58049555,https://inaturalist-open-data.s3.amazonaws.com/photos/92644432/medium.jpg,"Meadowlark Gardens Regional Park, Vienna, VA, US",38.93921333,-77.28544667,autumn olive,Elaeagnus umbellata,autumn olive,64697,Yes
58051880,e305b38e-dafd-4b84-a559-8303b1e9057f,2020-08-30T13:42:22-04:00,3278043,roulo42,https://www.inaturalist.org/observations/58051880,https://inaturalist-open-data.s3.amazonaws.com/photos/92648110/medium.jpeg,"George Washington Memorial Parkway, Fairfax County, US-VA, US",38.9346112789,-77.1257378681,common pawpaw,Asimina triloba,common pawpaw,50897,No
58053974,ab6d90f3-c6ad-45c9-ad2d-064a20b11775,Sun Aug 30 2020 13:03:33 GMT-0400 (EDT),527332,luzeckyj,https://www.inaturalist.org/observations/58053974,https://static.inaturalist.org/photos/92650913/medium.jpg,"Colvin Run Rd, Great Falls, VA, US",38.96827833,-77.2921,American trumpet vine,Campsis radicans,American trumpet vine,75995,No
58056266,d984a531-fe29-4fe9-9e78-74c8a0592dab,Sun Aug 30 2020 13:48:27 GMT-0400 (EDT),1582667,aweeks3,https://www.inaturalist.org/observations/58056266,https://inaturalist-open-data.s3.amazonaws.com/photos/92654490/medium.jpg,"George Mason University, Fairfax, VA, US",38.8305976807,-77.3040134798,shining sumac,Rhus copallinum,shining sumac,126698,No
58072395,830928ec-6572-43dd-89fd-4aebb804f0ea,Sun Aug 30 2020 16:16:36 GMT-0400 (EDT),2321687,bundlewundle36,https://www.inaturalist.org/observations/58072395,https://inaturalist-open-data.s3.amazonaws.com/photos/257448813/medium.jpg,"Sully Historic Site, Chantilly, VA, US",38.9078464741,-77.4295467539,American trumpet vine,Campsis radicans,American trumpet vine,75995,No
58073286,28f19a06-8689-4da6-bbf2-6f3dedee06cf,Sun Aug 30 2020 16:22:34 GMT-0400 (EDT),2607101,msilva8,https://www.inaturalist.org/observations/58073286,https://inaturalist-open-data.s3.amazonaws.com/photos/92682778/medium.jpg,"Mason Neck State Park, Lorton, VA, US",38.64153667,-77.199975,common pawpaw,Asimina triloba,common pawpaw,50897,No
58115845,e3471b5c-ed30-4af6-af69-237724786a25,Sat Aug 22 2020 15:18:52 GMT-0400 (EDT),9432,ashley_bradford,https://www.inaturalist.org/observations/58115845,https://inaturalist-open-data.s3.amazonaws.com/photos/92755882/medium.jpg,"Aristotle Dr, Fairfax, VA, US",38.86106333,-77.339355,autumn olive,Elaeagnus umbellata,autumn olive,64697,Yes
58116033,fbc60282-da52-4652-84a0-fedc36f9944b,Sun Aug 30 2020 14:37:12 GMT-0400 (EDT),324885,graytreefrog,https://www.inaturalist.org/observations/58116033,https://inaturalist-open-data.s3.amazonaws.com/photos/92756305/medium.jpg,"George Washington Memorial Parkway, Fairfax County, US-VA, US",38.965703,-77.158561,common pawpaw,Asimina triloba,common pawpaw,50897,No
58116294,0bee06ad-3ae1-4d1e-883a-f105f5df90dc,Sat Aug 22 2020 15:18:03 GMT-0400 (EDT),9432,ashley_bradford,https://www.inaturalist.org/observations/58116294,https://inaturalist-open-data.s3.amazonaws.com/photos/92756598/medium.jpg,"Aristotle Dr, Fairfax, VA, US",38.86063,-77.33975333,shining sumac,Rhus copallinum,shining sumac,126698,No
58121496,173227b9-427d-4c7e-a3d6-98d020fd1868,2020/08/28 10:41 AM EDT,342604,peggyo,https://www.inaturalist.org/observations/58121496,https://inaturalist-open-data.s3.amazonaws.com/photos/92765625/medium.jpeg,"Webb Nature Sanctuary,12829 Chestnut St, Clifton, VA 20124, USA",38.776815,-77.39219,mile-a-minute weed,Persicaria perfoliata,mile-a-minute weed,131249,Yes
58158425,be205789-7779-462d-87ac-53fd32efe914,Sat Aug 22 2020 14:55:54 GMT-0400 (EDT),9432,ashley_bradford,https://www.inaturalist.org/observations/58158425,https://inaturalist-open-data.s3.amazonaws.com/photos/92828136/medium.jpg,"Aristotle Dr, Fairfax, VA, US",38.85866667,-77.33611333,wineberry,Rubus phoenicolasius,wineberry,84227,Yes
58174350,a834711a-d42a-4cd4-a3bb-a31013222587,Sun Aug 30 2020 16:06:49 GMT-0400 (EDT),324885,graytreefrog,https://www.inaturalist.org/observations/58174350,https://inaturalist-open-data.s3.amazonaws.com/photos/92853554/medium.jpg,"George Washington Memorial Parkway, Fairfax County, US-VA, US",38.966851,-77.163984,garlic mustard,Alliaria petiolata,garlic mustard,56061,Yes
58203641,10f8c6d1-537c-4b58-a83d-1f9689955b1f,Sat Aug 22 2020 15:12:37 GMT-0400 (EDT),9432,ashley_bradford,https://www.inaturalist.org/observations/58203641,https://inaturalist-open-data.s3.amazonaws.com/photos/92902061/medium.jpg,"Lee Jackson Memorial Hwy, Fairfax, VA, US",38.85976333,-77.33947833,wineberry,Rubus phoenicolasius,wineberry,84227,Yes
58209482,dfa8ba0f-6331-4316-bdf2-295200607d37,2020/08/28 10:59 AM EDT,342604,peggyo,https://www.inaturalist.org/observations/58209482,https://inaturalist-open-data.s3.amazonaws.com/photos/92910983/medium.jpeg,"Webb Nature Sanctuary,12829 Chestnut St, Clifton, VA 20124, USA",38.776815,-77.39219,arrow-leaved tearthumb,Persicaria sagittata,arrow-leaved tearthumb,204179,No
58215001,cef90b5e-6561-4e38-ac5d-12bea8ab1c14,Sun Aug 30 2020 16:31:30 GMT-0400 (EDT),324885,graytreefrog,https://www.inaturalist.org/observations/58215001,https://inaturalist-open-data.s3.amazonaws.com/photos/92921640/medium.jpg,"George Washington Memorial Parkway, Fairfax County, US-VA, US",38.963675,-77.155625,wineberry,Rubus phoenicolasius,wineberry,84227,Yes
58215032,ce030683-dfc5-4262-9ac8-5d67383e2a87,Sun Aug 30 2020 16:31:40 GMT-0400 (EDT),324885,graytreefrog,https://www.inaturalist.org/observations/58215032,https://inaturalist-open-data.s3.amazonaws.com/photos/92921711/medium.jpg,"George Washington Memorial Parkway, Fairfax County, US-VA, US",38.963676,-77.155631,tree-of-heaven,Ailanthus altissima,tree-of-heaven,57278,Yes
58288122,9dbecbd3-e4a0-4d1f-9148-87098e8055be,Tue Sep 01 2020 18:55:38 GMT-0400 (EDT),997924,sholtz,https://www.inaturalist.org/observations/58288122,https://static.inaturalist.org/photos/93043935/medium.jpg,"Poplar Tree Park, Centreville, VA, US",38.8606926576,-77.4075640994,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,50278,No
58347916,26dabb17-8b8d-4cd5-aa12-aea3c15e3127,Wed Sep 02 2020 13:53:41 GMT-0400 (EDT),1862975,offkeyanthem,https://www.inaturalist.org/observations/58347916,https://static.inaturalist.org/photos/94377455/medium.jpg,"Foxstone Park, Vienna, VA, US",38.9168481063,-77.2615841311,mile-a-minute weed,Persicaria perfoliata,mile-a-minute weed,131249,Yes
58359961,6fb128c0-7eab-45a3-a184-f7a8457c8c79,Sun Jun 28 2020 13:35:51 GMT-0400 (EDT),1929632,kellyf24,https://www.inaturalist.org/observations/58359961,https://inaturalist-open-data.s3.amazonaws.com/photos/93167463/medium.jpg,"Walker St SW, Vienna, VA, US",38.8818221027,-77.2531456501,wineberry,Rubus phoenicolasius,wineberry,84227,Yes
58395450,db58e865-246d-41e5-aeaa-777c473ecb67,Wed Sep 02 2020 17:05:54 GMT-0400 (EDT),192858,krosenthal,https://www.inaturalist.org/observations/58395450,https://inaturalist-open-data.s3.amazonaws.com/photos/93229191/medium.jpg,"Luria Park, Falls Church, VA, US",38.854875,-77.20758,mile-a-minute weed,Persicaria perfoliata,mile-a-minute weed,131249,Yes
58425272,9390aa38-a606-48c9-a565-84dfdc2e586e,Thu Sep 03 2020 09:57:31 GMT-0400 (EDT),918431,kestrelkween,https://www.inaturalist.org/observations/58425272,https://static.inaturalist.org/photos/93278379/medium.jpg,"Laurel Hill Elementary School, Lorton, VA, US",38.718145,-77.233925,Japanese honeysuckle,Lonicera japonica,Japanese honeysuckle,77835,Yes
58435632,b57b78e2-ad38-47bd-a686-1f062f014f98,2020/08/06 3:11 PM HST,852134,nature_a,https://www.inaturalist.org/observations/58435632,https://static.inaturalist.org/photos/93294308/medium.jpeg,"Reston, VA, USA",38.9764833333,-77.3601222222,shining sumac,Rhus copallinum,shining sumac,126698,No
58451812,e4a1facd-4a91-40ff-b979-3770e6a7045f,2020-09-03 12:24:38 PM EDT,130575,r_shrrm,https://www.inaturalist.org/observations/58451812,https://inaturalist-open-data.s3.amazonaws.com/photos/93321630/medium.jpeg,"Oakton, VA, USA",38.8894416,-77.3272267,wineberry,Rubus phoenicolasius,wineberry,84227,Yes
58452221,707eb468-2c1e-4ddf-b38f-9d7aaa9c6f4a,2020-09-03 12:38:22 PM EDT,130575,r_shrrm,https://www.inaturalist.org/observations/58452221,https://inaturalist-open-data.s3.amazonaws.com/photos/93322443/medium.jpeg,"Oakton, VA, USA",38.8891354,-77.3274319,wineberry,Rubus phoenicolasius,wineberry,84227,Yes
58460035,dd9fb941-0283-4135-9ee2-7d97810e5244,Thu Sep 03 2020 18:32:44 GMT-0400 (EDT),2336220,rheitz,https://www.inaturalist.org/observations/58460035,https://static.inaturalist.org/photos/93335102/medium.jpg,"Hunter Mill Rd, Oakton, VA, US",38.8843395721,-77.3013223783,shining sumac,Rhus copallinum,shining sumac,126698,No
58462866,b4ad3b32-c417-4e15-b659-7907b426ccae,2020/09/03 8:47 AM EDT,442016,bensmith605,https://www.inaturalist.org/observations/58462866,https://inaturalist-open-data.s3.amazonaws.com/photos/93329946/medium.jpg,"1551 Trap Rd, Vienna, VA 22182, USA",38.9378645,-77.2653551,mile-a-minute weed,Persicaria perfoliata,mile-a-minute weed,131249,Yes
58497204,b37f77dc-dba7-49e3-a54d-771abda03213,2020-09-04 8:08:24 AM EDT,130575,r_shrrm,https://www.inaturalist.org/observations/58497204,https://inaturalist-open-data.s3.amazonaws.com/photos/93399292/medium.jpeg,"Oakton, VA, USA",38.8889614,-77.3260758,wineberry,Rubus phoenicolasius,wineberry,84227,Yes
58500584,e73c7a67-3048-4eb8-8985-e295b51fa22b,2020-09-04 8:20:53 AM EDT,130575,r_shrrm,https://www.inaturalist.org/observations/58500584,https://inaturalist-open-data.s3.amazonaws.com/photos/93404931/medium.jpeg,"Oakton, VA, USA",38.8893351,-77.3263428,wineberry,Rubus phoenicolasius,wineberry,84227,Yes
58513138,a58f27a0-223e-4924-8b15-afd6339f73a3,Fri Sep 04 2020 11:52:46 GMT-0400 (EDT),3485263,ashalivingnow,https://www.inaturalist.org/observations/58513138,https://inaturalist-open-data.s3.amazonaws.com/photos/93425680/medium.jpg,"Parcher Ave, Herndon, VA, US",38.9627588075,-77.4078252912,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,50278,No
58516033,aba26972-036b-4b28-9c96-e26d24e65fc8,2020-09-04 8:29:40 AM EDT,130575,r_shrrm,https://www.inaturalist.org/observations/58516033,https://inaturalist-open-data.s3.amazonaws.com/photos/93430295/medium.jpeg,"Oakton, VA, USA",38.8891319,-77.3274282,common ivy,Hedera helix,common ivy,55882,Yes
58545774,fd187c4d-be2d-490e-9fcf-fc3ddf1329a7,2020/09/04 4:43 PM EDT,3081415,jeffdc,https://www.inaturalist.org/observations/58545774,https://inaturalist-open-data.s3.amazonaws.com/photos/93477587/medium.jpeg,"Fairfax County, VA, USA",38.8593407762,-77.3385615477,common pawpaw,Asimina triloba,common pawpaw,50897,No
58557341,fad30c84-f60f-4d47-b38b-7d756e7b9724,Fri Sep 04 2020 17:18:29 GMT-0400 (EDT),9432,ashley_bradford,https://www.inaturalist.org/observations/58557341,https://inaturalist-open-data.s3.amazonaws.com/photos/93497498/medium.jpg,"Huntley Meadows Park, Alexandria, VA, US",38.75636667,-77.1130055,shining sumac,Rhus copallinum,shining sumac,126698,No
58561823,246347c3-c337-4e0e-9963-8407425e88e6,Fri Sep 04 2020 16:27:54 GMT-0400 (EDT),9432,ashley_bradford,https://www.inaturalist.org/observations/58561823,https://inaturalist-open-data.s3.amazonaws.com/photos/93505712/medium.jpg,"Huntley Meadows Park, Alexandria, VA, US",38.75455,-77.1094445,shining sumac,Rhus copallinum,shining sumac,126698,No
58563476,e3062014-191d-406f-824a-b7cdaea3a631,Fri Sep 04 2020 16:08:01 GMT-0400 (EDT),9432,ashley_bradford,https://www.inaturalist.org/observations/58563476,https://inaturalist-open-data.s3.amazonaws.com/photos/93508663/medium.jpg,"Huntley Meadows Park, Alexandria, VA, US",38.75599167,-77.11278617,arrow-leaved tearthumb,Persicaria sagittata,arrow-leaved tearthumb,204179,No
58592033,bcec15fc-b009-46b9-8ac4-149db751209a,2020/09/04 2:34 PM UTC,780510,margaretchatham,https://www.inaturalist.org/observations/58592033,https://inaturalist-open-data.s3.amazonaws.com/photos/93556952/medium.jpeg,"Great Falls, VA, USA",39.0488082563,-77.3101369614,arrow-leaved tearthumb,Persicaria sagittata,arrow-leaved tearthumb,204179,No
58621572,af4869a4-0b5a-43d9-973d-ed56cc3b674b,Sat Sep 05 2020 12:30:18 GMT-0400 (EDT),1475213,mcgowenm,https://www.inaturalist.org/observations/58621572,https://inaturalist-open-data.s3.amazonaws.com/photos/93604732/medium.jpg,"Huntley Meadows Park, Alexandria, VA, US",38.760545,-77.11759167,mile-a-minute weed,Persicaria perfoliata,mile-a-minute weed,131249,Yes
58659315,84e861aa-ec5c-4f87-a1d2-83e6124ca69e,Wed Sep 02 2020 17:37:27 GMT-0400 (EDT),1586724,izafarr,https://www.inaturalist.org/observations/58659315,https://inaturalist-open-data.s3.amazonaws.com/photos/93665830/medium.jpg,"Lake Fairfax Park, Reston, VA, US",38.96627,-77.32144167,American trumpet vine,Campsis radicans,American trumpet vine,75995,No
58683514,47f8b9c0-841b-4218-bebd-7d12aec132dc,Sat Sep 05 2020 12:40:44 GMT-0400 (EDT),9432,ashley_bradford,https://www.inaturalist.org/observations/58683514,https://inaturalist-open-data.s3.amazonaws.com/photos/93707336/medium.jpg,"Mason Neck State Park, Lorton, VA, US",38.6412350055,-77.1998000396,common pawpaw,Asimina triloba,common pawpaw,50897,No
58683574,70475e8b-6ec1-42d9-a988-dec8e2c0a82e,Sat Sep 05 2020 12:37:49 GMT-0400 (EDT),9432,ashley_bradford,https://www.inaturalist.org/observations/58683574,https://inaturalist-open-data.s3.amazonaws.com/photos/93707511/medium.jpg,"Mason Neck State Park, Lorton, VA, US",38.64210833,-77.19999667,common pawpaw,Asimina triloba,common pawpaw,50897,No
58683641,8a98b979-bfb8-4b10-a0fb-cb4459964c9a,Sat Sep 05 2020 12:22:50 GMT-0400 (EDT),9432,ashley_bradford,https://www.inaturalist.org/observations/58683641,https://inaturalist-open-data.s3.amazonaws.com/photos/93707725/medium.jpg,"Mason Neck State Park, Lorton, VA, US",38.64223667,-77.20005,common pawpaw,Asimina triloba,common pawpaw,50897,No
58683672,54ebd999-4046-44b3-8a83-bf80d97f8c62,Sat Sep 05 2020 12:22:13 GMT-0400 (EDT),9432,ashley_bradford,https://www.inaturalist.org/observations/58683672,https://inaturalist-open-data.s3.amazonaws.com/photos/93707819/medium.jpg,"Mason Neck State Park, Lorton, VA, US",38.64225833,-77.200005,common pawpaw,Asimina triloba,common pawpaw,50897,No
58684797,4c40acf3-607f-4df4-b6d1-6d009a50ed6f,Sat Sep 05 2020 11:30:02 GMT-0400 (EDT),9432,ashley_bradford,https://www.inaturalist.org/observations/58684797,https://inaturalist-open-data.s3.amazonaws.com/photos/93710379/medium.jpg,"Mason Neck West Park, Lorton, VA, US",38.67516667,-77.22650833,shining sumac,Rhus copallinum,shining sumac,126698,No
58776335,19a9e865-4ca6-4ad9-bf6f-9889d28fd18f,Sun Sep 06 2020 11:14:00 GMT-0400 (EDT),2379824,mikaelamccleery,https://www.inaturalist.org/observations/58776335,https://static.inaturalist.org/photos/93859200/medium.jpg,"Riverbend Park, Great Falls, VA, US",39.014430766,-77.2475643507,common pawpaw,Asimina triloba,common pawpaw,50897,No
58783858,96f4ea69-466f-49bb-a1cd-43afe0b00bca,Sun Sep 06 2020 18:46:24 GMT-0400 (EDT),3563234,fareehatufail,https://www.inaturalist.org/observations/58783858,https://inaturalist-open-data.s3.amazonaws.com/photos/93872262/medium.jpg,"Virginia, US",38.9301790958,-77.3552991245,common pawpaw,Asimina triloba,common pawpaw,50897,No
58833362,df49c7fd-bd4c-4d3a-b1b4-25a2579b0aed,2020-09-07 9:54:03 AM EDT,2712173,duckseason,https://www.inaturalist.org/observations/58833362,https://inaturalist-open-data.s3.amazonaws.com/photos/93957552/medium.jpeg,"Reston, VA 20191, USA",38.94299693,-77.35318347,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,50278,No
58834661,1c83efa5-7cfe-43a3-ba85-4b0c2d78c872,2020-09-07 10:06:42 AM EDT,3459327,mikehathaway,https://www.inaturalist.org/observations/58834661,https://static.inaturalist.org/photos/93959637/medium.jpeg,"Burke, VA 22015, USA",38.7916444444,-77.2883083333,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,50278,No
58860373,9e01f4f3-82cf-492c-abe7-20701ae51346,Mon Sep 07 2020 14:01:06 GMT-0400 (EDT),919663,cheerwine,https://www.inaturalist.org/observations/58860373,https://inaturalist-open-data.s3.amazonaws.com/photos/94000224/medium.jpg,"Glen Echo, MD, US",38.9349207888,-77.1266631503,wineberry,Rubus phoenicolasius,wineberry,84227,Yes
58860494,54e4c6a1-8aa0-41a8-8119-8f558c86c69d,Mon Sep 07 2020 14:02:06 GMT-0400 (EDT),919663,cheerwine,https://www.inaturalist.org/observations/58860494,https://inaturalist-open-data.s3.amazonaws.com/photos/94004226/medium.jpg,"Chain Bridge Rd, McLean, VA, US",38.9351590444,-77.12626962,common pawpaw,Asimina triloba,common pawpaw,50897,No
58877003,5d73ee14-4f4f-4f11-8bd4-e0742cc1ab1a,2020/09/07 11:31 AM EDT,837377,natswin11,https://www.inaturalist.org/observations/58877003,https://static.inaturalist.org/photos/94027923/medium.jpg,"Wolf Trap, VA, USA",38.920692,-77.2887819722,mile-a-minute weed,Persicaria perfoliata,mile-a-minute weed,131249,Yes
58878033,8b3fcc1c-e7d5-4d5b-a353-5b89562e556c,2020/09/07 11:43 AM EDT,837377,natswin11,https://www.inaturalist.org/observations/58878033,https://static.inaturalist.org/photos/94029607/medium.jpg,"Wolf Trap, VA, USA",38.9233169722,-77.2889009722,wineberry,Rubus phoenicolasius,wineberry,84227,Yes
58878723,1bd5d6a4-2249-413e-90be-25048f126394,2020/09/07 11:47 AM EDT,837377,natswin11,https://www.inaturalist.org/observations/58878723,https://static.inaturalist.org/photos/94030578/medium.jpg,"Wolf Trap, VA, USA",38.9247159722,-77.2892259722,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,50278,No
58883817,1c9f3909-2d04-48ae-9f18-ddb92804fac3,Mon Sep 07 2020 11:22:54 GMT-0400 (EDT),2104418,shawnhsmith2015,https://www.inaturalist.org/observations/58883817,https://inaturalist-open-data.s3.amazonaws.com/photos/94038775/medium.jpg,"Pohick, Springfield, VA, US",38.7332774125,-77.2415422879,mile-a-minute weed,Persicaria perfoliata,mile-a-minute weed,131249,Yes
58893767,e4f54cd5-efad-42dc-950b-8b2df1e77bf4,Mon Sep 07 2020 18:33:37 GMT-0400 (EDT),951,starfocus,https://www.inaturalist.org/observations/58893767,https://inaturalist-open-data.s3.amazonaws.com/photos/94056500/medium.jpg,"Cat Tail Ct, Centreville, VA, US",38.8682044018,-77.4630870112,arrow-leaved tearthumb,Persicaria sagittata,arrow-leaved tearthumb,204179,No
58945491,cedbf77f-e934-4d74-af30-24c2d16d2e2b,2020/09/07 12:09 PM EDT,837377,natswin11,https://www.inaturalist.org/observations/58945491,https://static.inaturalist.org/photos/94143523/medium.jpg,"Wolf Trap, VA, USA",38.926456,-77.288757,autumn olive,Elaeagnus umbellata,autumn olive,64697,Yes
58963964,cf6d7577-bbbf-4562-95dc-4bf4a9d02166,Sun Apr 12 2020 17:30:57 GMT-0400 (EDT),3443639,audreybeckstrandmurray,https://www.inaturalist.org/observations/58963964,https://inaturalist-open-data.s3.amazonaws.com/photos/94173377/medium.jpg,"Dead Run Stream Valley Park, McLean, VA, US",38.9423838112,-77.1855394134,garlic mustard,Alliaria petiolata,garlic mustard,56061,Yes
58966943,94548b47-c2a6-4c21-818b-e8da14c270af,Tue Sep 08 2020 13:23:05 GMT-0400 (EDT),1420535,sfost5,https://www.inaturalist.org/observations/58966943,https://inaturalist-open-data.s3.amazonaws.com/photos/94178211/medium.jpg,"St Marks Pl, Fairfax, VA, US",38.8534613802,-77.266879333,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,50278,No
58993400,9da9aa46-b26c-4d8e-9ef5-776263600cd5,2020-09-08T18:01:51-04:00,3476604,rcraun,https://www.inaturalist.org/observations/58993400,https://inaturalist-open-data.s3.amazonaws.com/photos/94222484/medium.jpeg,Alexandria,38.750799662,-77.0912470292,American trumpet vine,Campsis radicans,American trumpet vine,75995,No
59036255,521413a7-281d-46f5-9223-d3ed7959db0f,2020/09/07 1:05 PM EDT,837377,natswin11,https://www.inaturalist.org/observations/59036255,https://static.inaturalist.org/photos/94298175/medium.jpg,"Wolf Trap, VA, USA",38.927536,-77.2910739722,tree-of-heaven,Ailanthus altissima,tree-of-heaven,57278,Yes
59048392,5c804a8c-69e2-4402-a29f-ef580b172635,Wed Sep 09 2020 09:25:56 GMT-0400 (EDT),298501,woodlander,https://www.inaturalist.org/observations/59048392,https://inaturalist-open-data.s3.amazonaws.com/photos/94319439/medium.jpg,"Lee Chapel Rd, Fairfax Station, VA, US",38.74775333,-77.28191333,autumn olive,Elaeagnus umbellata,autumn olive,64697,Yes
59133663,5586ab9d-8163-4cca-affe-c6ad42db92d4,Thu Sep 10 2020 09:41:12 GMT-0400 (EDT),1658105,murraymn,https://www.inaturalist.org/observations/59133663,https://inaturalist-open-data.s3.amazonaws.com/photos/94464890/medium.jpg,"Lake Accotink Park, Springfield, VA, US",38.79452167,-77.21642,autumn olive,Elaeagnus umbellata,autumn olive,64697,Yes
59152443,16f8ab66-57d9-4001-b821-fe689ea92ac8,2020/09/04 8:14 AM EDT,588025,stratness,https://www.inaturalist.org/observations/59152443,https://static.inaturalist.org/photos/94493669/medium.jpeg,"McLean, VA, USA",38.9622280556,-77.1993830556,common pawpaw,Asimina triloba,common pawpaw,50897,No
59180707,5dd458cd-ea51-44ee-8a1f-76139eda0f98,2020/09/08 4:22 PM EDT,208559,mefisher,https://www.inaturalist.org/observations/59180707,https://inaturalist-open-data.s3.amazonaws.com/photos/94542205/medium.jpg,"Fairfax, Virginia, United States",38.7820116667,-77.3703916667,arrow-leaved tearthumb,Persicaria sagittata,arrow-leaved tearthumb,204179,No
59247694,19d75d98-fe63-4428-b4e2-45166eb16833,2020-09-11 3:42:03 PM EDT,1623994,kschauer,https://www.inaturalist.org/observations/59247694,https://inaturalist-open-data.s3.amazonaws.com/photos/94655016/medium.jpeg,"Parcher Ave and Huston Pl, Dranesville, VA 20170, USA",38.9615678,-77.4051917,Japanese honeysuckle,Lonicera japonica,Japanese honeysuckle,77835,Yes
59255145,2d4f8f7f-7e50-44ff-8087-729d8bc2f59a,Fri Sep 11 2020 11:11:34 GMT-0400 (EDT),2578252,jlc1212,https://www.inaturalist.org/observations/59255145,https://inaturalist-open-data.s3.amazonaws.com/photos/94667028/medium.jpg,"Riverbend Park, Great Falls, VA, US",39.02144167,-77.24504167,common pawpaw,Asimina triloba,common pawpaw,50897,No
59269511,eae5365c-d8fe-4a1b-9730-b8d5e41f8a88,2020/09/11 9:18 AM EDT,208559,mefisher,https://www.inaturalist.org/observations/59269511,https://inaturalist-open-data.s3.amazonaws.com/photos/94684412/medium.jpg,"Fairfax, Virginia, United States",38.6652833333,-77.2048233333,arrow-leaved tearthumb,Persicaria sagittata,arrow-leaved tearthumb,204179,No
59293214,1bd0f6a9-1989-42bd-b397-33d973e6d678,Fri Sep 11 2020 16:25:08 GMT-0400 (EDT),736924,dianama,https://www.inaturalist.org/observations/59293214,https://static.inaturalist.org/photos/94731596/medium.jpg,"Rocky Run Stream Valley Trail, Fairfax, VA, US",38.86825333,-77.393495,Japanese honeysuckle,Lonicera japonica,Japanese honeysuckle,77835,Yes
59313197,40b5ea14-0ea1-4047-9746-5ee8f95d6302,Sat Sep 12 2020 09:27:10 GMT-0400 (EDT),997924,sholtz,https://www.inaturalist.org/observations/59313197,https://static.inaturalist.org/photos/94764422/medium.jpg,"Springhouse Cir, Clifton, VA, US",38.8194875039,-77.4249095861,Japanese honeysuckle,Lonicera japonica,Japanese honeysuckle,77835,Yes
59314936,4d5a9ebc-4865-4525-be2c-bca29a57c27f,2020-09-12 9:34:50 AM EDT,2677478,hhrr,https://www.inaturalist.org/observations/59314936,https://static.inaturalist.org/photos/94767142/medium.jpeg,"Vienna, VA 22181, USA",38.8850688733,-77.2724971175,mile-a-minute weed,Persicaria perfoliata,mile-a-minute weed,131249,Yes
59343300,e3f980db-1c63-4ed2-b497-b507257d1dc8,2020-09-12T13:46:29-04:00,1819166,zerobot,https://www.inaturalist.org/observations/59343300,https://inaturalist-open-data.s3.amazonaws.com/photos/94812688/medium.jpeg,Springfield,38.7849085709,-77.2064170576,common pawpaw,Asimina triloba,common pawpaw,50897,No
59343965,d62eda9c-0757-44f8-95b3-6828ae7b939e,2020-09-12T13:51:25-04:00,1819166,zerobot,https://www.inaturalist.org/observations/59343965,https://inaturalist-open-data.s3.amazonaws.com/photos/94813944/medium.jpeg,Springfield,38.7849085709,-77.2064170576,autumn olive,Elaeagnus umbellata,autumn olive,64697,Yes
59378543,6730fb3b-36f3-4494-92c2-d6f548fd352f,2020-09-12 2:32:10 PM EDT,3564744,laurelferrarini,https://www.inaturalist.org/observations/59378543,https://static.inaturalist.org/photos/94871220/medium.jpeg,"Groveton, VA, USA",38.7651268247,-77.1190579981,mile-a-minute weed,Persicaria perfoliata,mile-a-minute weed,131249,Yes
59396810,6714fe82-21b8-4f2c-b957-a3fa40b492f7,Mon Sep 07 2020 12:30:19 GMT-0400 (EDT),86246,dbarber,https://www.inaturalist.org/observations/59396810,https://inaturalist-open-data.s3.amazonaws.com/photos/94903356/medium.jpg,"Lake Fairfax Park, Reston, VA, US",38.96379667,-77.31196667,wineberry,Rubus phoenicolasius,wineberry,84227,Yes
59458349,beaf4ae5-745c-452b-9a5d-0d4a2ec7a2d7,Sun Sep 13 2020 12:11:29 GMT-0400 (EDT),649578,mararaquel,https://www.inaturalist.org/observations/59458349,https://inaturalist-open-data.s3.amazonaws.com/photos/95005433/medium.jpg,"Kingstowne Park, Alexandria, VA, US",38.75174667,-77.15190833,black raspberry,Rubus occidentalis,black raspberry,125489,No
59591530,3190a90e-510f-474b-8806-a8d86a2188fe,Tue Aug 18 2020 13:03:06 GMT-0400 (EDT),1767436,julia-r-22,https://www.inaturalist.org/observations/59591530,https://inaturalist-open-data.s3.amazonaws.com/photos/105879767/medium.jpg,"Ravenscraig Ct, Herndon, VA, US",38.9143793844,-77.4156517257,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,50278,No
59614687,8b690ec0-14f4-4cd2-a9ad-84f718f14c01,Sun Sep 13 2020 13:35:45 GMT-0400 (EDT),324885,graytreefrog,https://www.inaturalist.org/observations/59614687,https://inaturalist-open-data.s3.amazonaws.com/photos/95263769/medium.jpg,"Nottoway Park, Vienna, VA, US",38.8847021778,-77.2722867448,mile-a-minute weed,Persicaria perfoliata,mile-a-minute weed,131249,Yes
